,value,value,value,value,value,value,value,value
8545,60.0,61.0,60.0,74.0,56.0,60.0,58.0,58
8546,61.0,58.0,59.0,76.0,55.0,61.0,73.0,57
8547,59.0,56.0,58.0,77.0,56.0,62.0,74.0,57
8548,59.0,54.0,59.0,75.0,57.0,60.0,73.0,56
8549,60.0,52.0,63.0,74.0,58.0,59.0,72.0,55
8550,61.0,50.0,65.0,72.0,59.0,64.0,73.0,54
8551,62.0,49.0,63.0,71.0,59.0,65.0,72.0,53
8552,63.0,49.0,61.0,72.0,58.0,66.0,70.0,52
8553,71.0,49.0,60.0,73.0,56.0,65.0,67.0,54
8554,70.0,48.0,61.0,72.0,55.0,63.0,63.0,56
8555,69.0,47.0,62.0,73.0,54.0,60.0,59.0,57
8556,67.0,46.0,63.0,74.0,55.0,62.0,54.0,56
8557,66.0,46.0,64.0,75.0,54.0,62.0,51.0,57
8558,66.0,48.0,65.0,72.0,55.0,61.0,51.0,59
8559,67.0,48.0,65.0,73.0,58.0,62.0,52.0,57
8560,65.0,47.0,61.0,73.0,59.0,61.0,52.0,56
8561,65.0,48.0,59.0,72.0,60.0,60.0,52.0,55
8562,66.0,49.0,60.0,70.0,60.0,59.0,52.0,55
8563,67.0,52.0,61.0,71.0,58.0,59.0,52.0,57
8564,67.0,53.0,62.0,70.0,59.0,59.0,52.0,59
8565,66.0,51.0,61.0,65.0,58.0,60.0,51.0,60
8566,65.0,50.0,60.0,59.0,61.0,61.0,51.0,62
8567,64.0,48.0,61.0,55.0,62.0,60.0,52.0,60
8568,65.0,47.0,60.0,53.0,61.0,58.0,53.0,59
8569,64.0,46.0,61.0,53.0,59.0,56.0,54.0,57
8570,65.0,46.0,61.0,54.0,57.0,55.0,53.0,56
8571,66.0,46.0,61.0,54.0,57.0,57.0,52.0,55
8572,66.0,48.0,59.0,52.0,58.0,58.0,54.0,54
8573,66.0,49.0,61.0,48.0,57.0,59.0,57.0,55
8574,64.0,50.0,59.0,45.0,55.0,60.0,56.0,56
8575,62.0,51.0,60.0,45.0,53.0,61.0,54.0,55
8576,61.0,52.0,59.0,46.0,54.0,60.0,53.0,53
8577,61.0,53.0,58.0,47.0,55.0,61.0,53.0,54
8578,62.0,53.0,59.0,48.0,56.0,62.0,51.0,55
8579,62.0,52.0,60.0,47.0,56.0,62.0,50.0,56
8580,61.0,51.0,61.0,46.0,56.0,62.0,51.0,58
8581,61.0,52.0,59.0,46.0,57.0,62.0,54.0,57
8582,63.0,51.0,57.0,46.0,58.0,64.0,56.0,55
8583,63.0,49.0,58.0,47.0,59.0,66.0,57.0,54
8584,62.0,48.0,59.0,48.0,60.0,67.0,55.0,55
8585,61.0,49.0,61.0,48.0,62.0,67.0,54.0,56
8586,62.0,50.0,62.0,49.0,61.0,66.0,53.0,56
8587,63.0,50.0,61.0,50.0,60.0,64.0,51.0,54
8588,64.0,50.0,62.0,50.0,59.0,63.0,51.0,53
8589,65.0,51.0,61.0,49.0,60.0,62.0,51.0,53
8590,66.0,51.0,60.0,49.0,62.0,61.0,52.0,54
8591,66.0,53.0,59.0,48.0,63.0,56.0,53.0,55
8592,67.0,52.0,60.0,47.0,61.0,53.0,53.0,57
8593,68.0,54.0,61.0,47.0,57.0,54.0,54.0,68
8594,69.0,54.0,60.0,48.0,57.0,55.0,54.0,76
8595,69.0,54.0,59.0,48.0,58.0,56.0,55.0,75
8596,69.0,56.0,58.0,51.0,59.0,59.0,55.0,69
8597,68.0,57.0,57.0,52.0,60.0,60.0,55.0,65
8598,67.0,57.0,56.0,53.0,62.0,61.0,55.0,61
8599,68.0,56.0,56.0,55.0,61.0,62.0,58.0,58
8600,70.0,56.0,55.0,56.0,63.0,60.0,58.0,56
8601,69.0,57.0,56.0,55.0,65.0,58.0,59.0,55
8602,68.0,56.0,58.0,52.0,66.0,59.0,60.0,52
8603,67.0,57.0,58.0,51.0,67.0,60.0,58.0,51
8604,66.0,57.0,59.0,52.0,68.0,59.0,58.0,52
8605,66.0,57.0,62.0,54.0,69.0,60.0,56.0,53
8606,65.0,60.0,60.0,56.0,70.0,59.0,54.0,54
8607,66.0,62.0,57.0,57.0,71.0,58.0,53.0,56
8608,65.0,62.0,55.0,58.0,72.0,56.0,53.0,57
8609,68.0,61.0,55.0,61.0,70.0,55.0,55.0,55
8610,72.0,60.0,56.0,63.0,69.0,55.0,58.0,55
8611,72.0,58.0,56.0,63.0,68.0,54.0,56.0,56
8612,68.0,57.0,57.0,64.0,66.0,54.0,55.0,58
8613,67.0,53.0,58.0,63.0,65.0,55.0,56.0,57
8614,66.0,51.0,59.0,64.0,66.0,57.0,59.0,56
8615,61.0,51.0,60.0,66.0,66.0,59.0,60.0,55
8616,58.0,52.0,61.0,67.0,69.0,60.0,60.0,54
8617,57.0,53.0,62.0,68.0,70.0,61.0,59.0,57
8618,58.0,54.0,73.0,67.0,71.0,63.0,58.0,58
8619,59.0,55.0,78.0,68.0,70.0,65.0,57.0,57
8620,57.0,56.0,76.0,67.0,70.0,66.0,58.0,55
8621,56.0,58.0,72.0,66.0,69.0,67.0,57.0,53
8622,55.0,59.0,67.0,64.0,68.0,65.0,56.0,54
8623,54.0,63.0,64.0,63.0,64.0,64.0,54.0,55
8624,55.0,62.0,62.0,64.0,62.0,63.0,56.0,56
8625,56.0,61.0,62.0,64.0,63.0,61.0,57.0,55
8626,57.0,62.0,61.0,63.0,64.0,59.0,57.0,54
8627,59.0,63.0,62.0,64.0,67.0,57.0,58.0,55
8628,60.0,64.0,63.0,59.0,70.0,55.0,58.0,57
8629,61.0,65.0,63.0,54.0,69.0,54.0,59.0,59
8630,62.0,64.0,62.0,53.0,69.0,53.0,58.0,59
8631,63.0,63.0,61.0,51.0,70.0,52.0,58.0,58
8632,65.0,62.0,60.0,49.0,69.0,53.0,56.0,56
8633,66.0,63.0,60.0,48.0,68.0,54.0,54.0,54
8634,63.0,65.0,61.0,46.0,69.0,54.0,55.0,53
8635,61.0,68.0,63.0,45.0,71.0,53.0,57.0,53
8636,60.0,68.0,71.0,44.0,72.0,52.0,58.0,54
8637,59.0,67.0,74.0,45.0,73.0,52.0,59.0,55
8638,58.0,64.0,75.0,46.0,75.0,52.0,58.0,56
8639,58.0,62.0,76.0,46.0,78.0,52.0,56.0,57
8640,59.0,61.0,77.0,48.0,73.0,53.0,58.0,59
8641,60.0,60.0,78.0,49.0,72.0,54.0,60.0,61
8642,61.0,59.0,78.0,50.0,74.0,56.0,61.0,59
8643,63.0,58.0,80.0,51.0,77.0,57.0,62.0,58
8644,66.0,59.0,79.0,52.0,78.0,58.0,64.0,60
8645,69.0,61.0,76.0,53.0,76.0,60.0,64.0,61
8646,71.0,60.0,70.0,55.0,76.0,62.0,62.0,59
8647,75.0,61.0,67.0,58.0,73.0,63.0,59.0,57
8648,81.0,60.0,68.0,59.0,68.0,64.0,56.0,56
8649,84.0,59.0,69.0,60.0,72.0,63.0,55.0,55
8650,85.0,60.0,67.0,61.0,74.0,62.0,52.0,56
8651,86.0,61.0,63.0,62.0,74.0,61.0,51.0,57
8652,83.0,64.0,64.0,64.0,73.0,60.0,51.0,56
8653,81.0,65.0,63.0,65.0,69.0,58.0,51.0,57
8654,80.0,66.0,62.0,67.0,73.0,59.0,52.0,58
8655,81.0,65.0,61.0,69.0,75.0,59.0,53.0,60
8656,83.0,64.0,60.0,69.0,74.0,59.0,54.0,62
8657,83.0,66.0,59.0,69.0,67.0,60.0,56.0,60
8658,81.0,65.0,56.0,67.0,65.0,61.0,61.0,58
8659,76.0,66.0,55.0,67.0,65.0,61.0,62.0,57
8660,76.0,64.0,52.0,69.0,61.0,62.0,59.0,58
8661,77.0,64.0,53.0,69.0,55.0,63.0,54.0,59
8662,76.0,65.0,53.0,70.0,52.0,64.0,55.0,60
8663,75.0,64.0,53.0,72.0,51.0,65.0,60.0,61
8664,74.0,64.0,53.0,73.0,53.0,65.0,59.0,62
8665,73.0,64.0,54.0,71.0,54.0,66.0,56.0,61
8666,75.0,63.0,54.0,70.0,55.0,67.0,53.0,60
8667,80.0,63.0,54.0,66.0,58.0,68.0,53.0,59
8668,82.0,64.0,54.0,63.0,59.0,69.0,55.0,61
8669,83.0,65.0,55.0,66.0,61.0,70.0,56.0,64
8670,83.0,66.0,56.0,73.0,63.0,71.0,57.0,63
8671,83.0,65.0,57.0,78.0,64.0,69.0,59.0,61
8672,82.0,64.0,57.0,88.0,67.0,68.0,63.0,59
8673,82.0,65.0,57.0,97.0,68.0,67.0,63.0,62
8674,83.0,65.0,57.0,102.0,69.0,68.0,64.0,63
8675,88.0,66.0,57.0,104.0,69.0,66.0,65.0,63
8676,94.0,68.0,56.0,105.0,68.0,67.0,66.0,76
8677,99.0,71.0,57.0,104.0,65.0,65.0,67.0,70
8678,100.0,73.0,57.0,105.0,66.0,66.0,68.0,63
8679,98.0,74.0,57.0,105.0,57.0,67.0,69.0,58
8680,96.0,75.0,57.0,104.0,55.0,68.0,69.0,55
8681,106.0,73.0,56.0,102.0,56.0,67.0,68.0,54
8682,105.0,74.0,56.0,99.0,55.0,66.0,66.0,52
8683,102.0,74.0,57.0,98.0,54.0,65.0,63.0,51
8684,99.0,73.0,58.0,95.0,53.0,64.0,61.0,50
8685,97.0,72.0,57.0,91.0,51.0,62.0,59.0,51
8686,98.0,72.0,57.0,80.0,50.0,61.0,60.0,53
8687,94.0,72.0,58.0,78.0,50.0,60.0,61.0,54
8688,92.0,71.0,57.0,75.0,51.0,60.0,61.0,56
8689,93.0,71.0,57.0,72.0,52.0,62.0,63.0,57
8690,105.0,72.0,58.0,71.0,52.0,63.0,64.0,56
8691,106.0,71.0,57.0,73.0,53.0,64.0,65.0,55
8692,107.0,71.0,58.0,74.0,54.0,65.0,66.0,56
8693,106.0,71.0,58.0,72.0,55.0,63.0,67.0,54
8694,102.0,70.0,59.0,68.0,54.0,61.0,67.0,52
8695,100.0,70.0,59.0,64.0,55.0,61.0,68.0,51
8696,99.0,70.0,60.0,63.0,57.0,60.0,59.0,52
8697,100.0,71.0,61.0,60.0,58.0,62.0,56.0,54
8698,100.0,74.0,62.0,59.0,59.0,66.0,56.0,55
8699,102.0,79.0,63.0,58.0,60.0,67.0,57.0,56
8700,103.0,85.0,64.0,55.0,61.0,69.0,56.0,55
8701,104.0,88.0,63.0,53.0,61.0,71.0,57.0,54
8702,108.0,87.0,63.0,52.0,59.0,73.0,58.0,53
8703,107.0,84.0,65.0,51.0,57.0,77.0,57.0,53
8704,110.0,83.0,67.0,51.0,57.0,82.0,58.0,54
8705,106.0,82.0,66.0,51.0,58.0,84.0,59.0,55
8706,103.0,83.0,63.0,52.0,57.0,85.0,60.0,56
8707,114.0,82.0,62.0,54.0,56.0,88.0,59.0,55
8708,115.0,83.0,63.0,56.0,55.0,90.0,60.0,54
8709,114.0,84.0,60.0,57.0,54.0,90.0,61.0,53
8710,110.0,83.0,58.0,57.0,53.0,88.0,62.0,53
8711,108.0,81.0,58.0,58.0,52.0,86.0,60.0,55
8712,104.0,75.0,59.0,59.0,51.0,84.0,57.0,55
8713,98.0,70.0,60.0,58.0,50.0,85.0,55.0,56
8714,94.0,66.0,60.0,57.0,51.0,85.0,54.0,57
8715,90.0,65.0,61.0,56.0,52.0,87.0,56.0,58
8716,86.0,65.0,63.0,54.0,53.0,90.0,57.0,57
8717,84.0,64.0,64.0,53.0,54.0,95.0,58.0,56
8718,86.0,62.0,62.0,53.0,55.0,93.0,58.0,57
8719,85.0,61.0,60.0,54.0,56.0,89.0,57.0,58
8720,84.0,59.0,59.0,57.0,58.0,85.0,55.0,59
8721,85.0,58.0,58.0,58.0,59.0,82.0,55.0,60
8722,87.0,58.0,58.0,57.0,61.0,74.0,56.0,60
8723,88.0,61.0,58.0,58.0,63.0,66.0,57.0,59
8724,90.0,63.0,59.0,59.0,65.0,65.0,58.0,56
8725,87.0,59.0,58.0,62.0,66.0,61.0,58.0,54
8726,85.0,56.0,59.0,64.0,65.0,59.0,60.0,52
8727,84.0,54.0,58.0,65.0,66.0,57.0,60.0,52
8728,83.0,53.0,57.0,66.0,67.0,58.0,61.0,53
8729,82.0,52.0,58.0,68.0,68.0,57.0,62.0,53
8730,81.0,50.0,57.0,69.0,67.0,56.0,61.0,54
8731,82.0,49.0,58.0,65.0,68.0,57.0,62.0,53
8732,82.0,50.0,57.0,64.0,67.0,58.0,61.0,54
8733,81.0,51.0,55.0,63.0,67.0,59.0,60.0,55
8734,84.0,52.0,56.0,65.0,66.0,60.0,61.0,57
8735,83.0,53.0,58.0,66.0,63.0,62.0,58.0,58
8736,82.0,52.0,65.0,66.0,61.0,60.0,55.0,57
8737,81.0,51.0,66.0,65.0,62.0,62.0,53.0,59
8738,86.0,50.0,65.0,67.0,61.0,61.0,52.0,60
8739,86.0,49.0,61.0,66.0,59.0,56.0,53.0,59
8740,88.0,51.0,61.0,61.0,58.0,57.0,53.0,57
8741,89.0,50.0,64.0,62.0,56.0,58.0,52.0,58
8742,90.0,49.0,66.0,62.0,55.0,59.0,51.0,57
8743,90.0,49.0,68.0,63.0,54.0,58.0,51.0,58
8744,88.0,50.0,69.0,64.0,53.0,59.0,52.0,58
8745,86.0,51.0,71.0,65.0,51.0,59.0,54.0,57
8746,84.0,52.0,72.0,66.0,52.0,61.0,55.0,57
8747,83.0,53.0,72.0,66.0,53.0,63.0,55.0,58
8748,81.0,55.0,70.0,67.0,56.0,64.0,56.0,58
8749,80.0,56.0,66.0,66.0,59.0,64.0,55.0,57
8750,80.0,57.0,61.0,65.0,60.0,66.0,56.0,57
8751,77.0,57.0,62.0,66.0,59.0,68.0,56.0,58
8752,72.0,58.0,63.0,64.0,60.0,68.0,54.0,57
8753,61.0,59.0,64.0,63.0,60.0,67.0,55.0,56
8754,60.0,60.0,66.0,61.0,59.0,68.0,56.0,55
8755,59.0,61.0,67.0,62.0,59.0,66.0,58.0,56
8756,58.0,62.0,67.0,63.0,58.0,67.0,59.0,56
8757,57.0,63.0,68.0,64.0,56.0,68.0,59.0,55
8758,56.0,64.0,67.0,66.0,56.0,68.0,58.0,56
8759,56.0,65.0,65.0,70.0,56.0,66.0,59.0,57
8760,56.0,65.0,62.0,72.0,56.0,65.0,60.0,56
8761,57.0,64.0,60.0,73.0,57.0,63.0,62.0,55
8762,57.0,62.0,59.0,72.0,58.0,64.0,64.0,55
8763,57.0,60.0,60.0,71.0,57.0,62.0,65.0,54
8764,61.0,57.0,58.0,71.0,60.0,59.0,66.0,52
8765,62.0,58.0,59.0,72.0,64.0,60.0,64.0,50
8766,63.0,54.0,60.0,71.0,68.0,61.0,63.0,50
8767,64.0,52.0,61.0,70.0,70.0,62.0,64.0,51
8768,64.0,52.0,58.0,71.0,69.0,65.0,66.0,51
8769,63.0,54.0,55.0,70.0,67.0,65.0,68.0,53
8770,62.0,54.0,53.0,72.0,63.0,66.0,69.0,55
8771,63.0,55.0,53.0,73.0,60.0,68.0,70.0,57
8772,61.0,55.0,55.0,74.0,59.0,68.0,69.0,58
8773,62.0,54.0,56.0,75.0,58.0,67.0,67.0,59
8774,63.0,55.0,57.0,76.0,55.0,67.0,67.0,59
8775,65.0,56.0,58.0,77.0,54.0,65.0,68.0,59
8776,65.0,57.0,58.0,78.0,56.0,65.0,69.0,58
8777,66.0,58.0,58.0,77.0,59.0,64.0,70.0,58
8778,67.0,59.0,60.0,76.0,63.0,65.0,71.0,60
8779,66.0,61.0,61.0,74.0,65.0,66.0,69.0,59
8780,66.0,62.0,62.0,73.0,66.0,67.0,69.0,58
8781,67.0,63.0,63.0,73.0,67.0,68.0,69.0,58
8782,68.0,64.0,64.0,70.0,70.0,69.0,69.0,59
8783,68.0,62.0,63.0,70.0,68.0,70.0,68.0,58
8784,69.0,62.0,63.0,69.0,59.0,68.0,67.0,59
8785,67.0,64.0,65.0,68.0,57.0,66.0,66.0,58
8786,68.0,65.0,66.0,66.0,57.0,67.0,67.0,57
8787,67.0,66.0,67.0,67.0,57.0,68.0,68.0,56
8788,67.0,65.0,69.0,68.0,58.0,70.0,67.0,55
8789,66.0,64.0,70.0,67.0,59.0,71.0,68.0,55
8790,67.0,61.0,72.0,67.0,60.0,72.0,68.0,56
8791,68.0,60.0,74.0,65.0,56.0,73.0,67.0,57
8792,67.0,61.0,76.0,64.0,57.0,72.0,68.0,59
8793,66.0,60.0,77.0,63.0,58.0,71.0,69.0,62
8794,65.0,59.0,73.0,62.0,59.0,71.0,69.0,63
8795,65.0,58.0,71.0,61.0,58.0,70.0,68.0,61
8796,63.0,56.0,71.0,56.0,59.0,71.0,69.0,59
8797,62.0,54.0,72.0,53.0,61.0,70.0,70.0,59
8798,61.0,53.0,73.0,54.0,60.0,69.0,69.0,57
8799,62.0,54.0,75.0,55.0,58.0,70.0,70.0,59
8800,63.0,56.0,74.0,54.0,58.0,71.0,71.0,60
8801,64.0,56.0,73.0,53.0,58.0,69.0,68.0,59
8802,62.0,57.0,74.0,54.0,57.0,68.0,67.0,57
8803,62.0,58.0,72.0,53.0,55.0,66.0,69.0,56
8804,67.0,57.0,65.0,51.0,56.0,67.0,68.0,55
8805,69.0,58.0,65.0,50.0,56.0,68.0,67.0,55
8806,70.0,59.0,66.0,49.0,55.0,70.0,68.0,57
8807,70.0,60.0,66.0,49.0,54.0,71.0,69.0,58
8808,69.0,61.0,65.0,49.0,54.0,73.0,70.0,58
8809,68.0,60.0,65.0,50.0,54.0,74.0,71.0,59
8810,69.0,62.0,63.0,49.0,54.0,76.0,71.0,58
8811,75.0,64.0,59.0,50.0,54.0,77.0,70.0,57
8812,80.0,62.0,57.0,49.0,53.0,79.0,71.0,56
8813,79.0,60.0,58.0,49.0,57.0,80.0,70.0,55
8814,80.0,61.0,60.0,50.0,58.0,79.0,68.0,56
8815,79.0,63.0,57.0,51.0,58.0,76.0,66.0,58
8816,74.0,65.0,57.0,52.0,59.0,77.0,65.0,57
8817,75.0,67.0,59.0,53.0,58.0,78.0,67.0,62
8818,75.0,65.0,61.0,54.0,58.0,78.0,67.0,64
8819,76.0,66.0,62.0,55.0,59.0,77.0,68.0,64
8820,76.0,67.0,62.0,54.0,61.0,73.0,70.0,59
8821,75.0,66.0,63.0,53.0,63.0,72.0,71.0,55
8822,73.0,65.0,65.0,54.0,62.0,73.0,72.0,53
8823,71.0,62.0,63.0,55.0,63.0,72.0,73.0,54
8824,70.0,63.0,60.0,57.0,65.0,71.0,74.0,55
8825,69.0,64.0,59.0,59.0,66.0,70.0,72.0,56
8826,69.0,63.0,58.0,62.0,65.0,70.0,65.0,56
8827,69.0,61.0,59.0,64.0,65.0,71.0,64.0,60
8828,70.0,60.0,59.0,57.0,66.0,72.0,65.0,61
8829,71.0,59.0,58.0,56.0,67.0,74.0,66.0,59
8830,68.0,59.0,59.0,55.0,68.0,75.0,63.0,57
8831,66.0,60.0,61.0,54.0,69.0,76.0,59.0,55
8832,65.0,61.0,62.0,53.0,70.0,75.0,57.0,55
8833,67.0,61.0,63.0,52.0,68.0,74.0,57.0,56
8834,68.0,60.0,62.0,50.0,64.0,73.0,58.0,56
8835,67.0,57.0,63.0,50.0,61.0,72.0,58.0,59
8836,68.0,56.0,62.0,49.0,61.0,71.0,59.0,58
8837,69.0,57.0,61.0,50.0,57.0,70.0,59.0,56
8838,71.0,57.0,62.0,51.0,59.0,71.0,59.0,54
8839,74.0,60.0,61.0,52.0,60.0,72.0,59.0,55
8840,78.0,62.0,62.0,54.0,57.0,71.0,60.0,56
8841,80.0,63.0,63.0,55.0,56.0,70.0,61.0,57
8842,81.0,63.0,64.0,57.0,55.0,69.0,62.0,58
8843,83.0,62.0,61.0,59.0,57.0,70.0,63.0,59
8844,80.0,62.0,58.0,61.0,60.0,69.0,64.0,57
8845,78.0,63.0,57.0,62.0,58.0,69.0,63.0,56
8846,79.0,62.0,56.0,63.0,56.0,68.0,62.0,57
8847,77.0,61.0,57.0,65.0,55.0,67.0,60.0,55
8848,76.0,60.0,58.0,66.0,56.0,68.0,58.0,54
8849,76.0,58.0,58.0,67.0,57.0,70.0,56.0,53
8850,71.0,59.0,58.0,63.0,56.0,71.0,54.0,54
8851,70.0,58.0,59.0,61.0,55.0,72.0,51.0,56
8852,68.0,56.0,60.0,59.0,54.0,74.0,51.0,57
8853,67.0,54.0,62.0,57.0,54.0,74.0,50.0,58
8854,69.0,51.0,63.0,55.0,53.0,73.0,51.0,57
8855,71.0,50.0,65.0,53.0,53.0,72.0,52.0,58
8856,73.0,49.0,63.0,52.0,57.0,72.0,53.0,61
8857,79.0,49.0,65.0,53.0,56.0,72.0,54.0,59
8858,75.0,50.0,63.0,54.0,57.0,73.0,56.0,57
8859,71.0,51.0,61.0,56.0,59.0,74.0,57.0,57
8860,69.0,52.0,62.0,59.0,61.0,73.0,59.0,57
8861,68.0,53.0,64.0,61.0,60.0,72.0,60.0,57
8862,69.0,54.0,63.0,62.0,60.0,71.0,61.0,57
8863,71.0,55.0,63.0,61.0,61.0,71.0,62.0,56
8864,72.0,54.0,62.0,58.0,62.0,71.0,63.0,57
8865,75.0,59.0,63.0,57.0,63.0,70.0,64.0,56
8866,80.0,57.0,64.0,55.0,65.0,70.0,65.0,55
8867,84.0,55.0,66.0,52.0,64.0,70.0,66.0,56
8868,88.0,52.0,65.0,50.0,60.0,71.0,67.0,57
8869,89.0,50.0,65.0,49.0,59.0,72.0,67.0,56
8870,87.0,49.0,67.0,49.0,60.0,71.0,68.0,54
8871,83.0,48.0,68.0,49.0,62.0,72.0,69.0,53
8872,79.0,50.0,68.0,49.0,61.0,73.0,67.0,54
8873,77.0,51.0,70.0,50.0,62.0,76.0,66.0,55
8874,74.0,50.0,71.0,51.0,61.0,73.0,68.0,57
8875,72.0,51.0,71.0,52.0,65.0,74.0,69.0,56
8876,72.0,50.0,68.0,53.0,69.0,73.0,70.0,55
8877,73.0,51.0,69.0,52.0,70.0,72.0,69.0,54
8878,72.0,52.0,68.0,51.0,67.0,72.0,68.0,54
8879,71.0,54.0,68.0,51.0,66.0,71.0,67.0,55
8880,71.0,60.0,69.0,53.0,62.0,71.0,68.0,54
8881,73.0,62.0,69.0,54.0,60.0,70.0,66.0,54
8882,79.0,59.0,71.0,54.0,61.0,70.0,67.0,55
8883,80.0,57.0,71.0,54.0,61.0,71.0,68.0,56
8884,79.0,53.0,71.0,55.0,61.0,73.0,69.0,56
8885,80.0,51.0,74.0,56.0,63.0,73.0,70.0,54
8886,81.0,50.0,74.0,57.0,65.0,72.0,71.0,55
8887,83.0,51.0,75.0,59.0,64.0,73.0,70.0,55
8888,89.0,52.0,76.0,60.0,63.0,74.0,70.0,56
8889,93.0,52.0,77.0,61.0,62.0,67.0,70.0,57
8890,92.0,53.0,77.0,61.0,64.0,63.0,69.0,56
8891,94.0,55.0,73.0,60.0,65.0,64.0,68.0,55
8892,91.0,56.0,69.0,58.0,64.0,65.0,70.0,55
8893,83.0,55.0,71.0,57.0,62.0,66.0,69.0,55
8894,82.0,53.0,73.0,59.0,59.0,65.0,68.0,56
8895,77.0,52.0,73.0,59.0,58.0,63.0,70.0,55
8896,65.0,51.0,74.0,59.0,58.0,62.0,69.0,55
8897,64.0,50.0,76.0,59.0,59.0,63.0,68.0,56
8898,63.0,49.0,76.0,58.0,60.0,64.0,67.0,56
8899,64.0,49.0,77.0,59.0,62.0,65.0,66.0,56
8900,65.0,51.0,76.0,61.0,63.0,64.0,65.0,55
8901,66.0,52.0,75.0,63.0,63.0,62.0,63.0,56
8902,65.0,54.0,76.0,65.0,64.0,64.0,64.0,56
8903,63.0,56.0,76.0,66.0,66.0,65.0,63.0,55
8904,63.0,57.0,75.0,67.0,64.0,67.0,62.0,55
8905,64.0,58.0,73.0,66.0,65.0,70.0,63.0,56
8906,65.0,57.0,70.0,68.0,65.0,72.0,64.0,56
8907,64.0,57.0,66.0,68.0,64.0,75.0,67.0,55
8908,66.0,55.0,66.0,66.0,63.0,79.0,68.0,56
8909,66.0,54.0,68.0,67.0,63.0,82.0,70.0,55
8910,60.0,53.0,70.0,66.0,65.0,83.0,69.0,54
8911,59.0,52.0,71.0,67.0,68.0,82.0,71.0,53
8912,56.0,53.0,72.0,65.0,72.0,79.0,72.0,53
8913,55.0,54.0,72.0,67.0,71.0,78.0,74.0,54
8914,54.0,53.0,72.0,69.0,69.0,76.0,75.0,54
8915,55.0,54.0,74.0,71.0,68.0,77.0,74.0,56
8916,56.0,55.0,75.0,72.0,69.0,78.0,75.0,57
8917,57.0,56.0,76.0,77.0,67.0,74.0,78.0,56
8918,58.0,58.0,78.0,83.0,64.0,63.0,80.0,56
8919,61.0,57.0,78.0,87.0,63.0,66.0,78.0,55
8920,62.0,55.0,79.0,91.0,65.0,68.0,75.0,54
8921,61.0,53.0,78.0,91.0,70.0,69.0,76.0,56
8922,60.0,52.0,77.0,92.0,70.0,69.0,78.0,55
8923,59.0,51.0,76.0,88.0,71.0,70.0,76.0,53
8924,58.0,50.0,75.0,87.0,73.0,71.0,67.0,54
8925,57.0,50.0,74.0,88.0,75.0,72.0,58.0,54
8926,56.0,51.0,74.0,92.0,72.0,73.0,55.0,56
8927,57.0,50.0,73.0,90.0,68.0,72.0,55.0,55
8928,59.0,51.0,72.0,88.0,65.0,71.0,55.0,54
8929,60.0,52.0,69.0,86.0,66.0,70.0,56.0,53
8930,62.0,53.0,68.0,90.0,63.0,71.0,57.0,54
8931,61.0,54.0,68.0,92.0,54.0,70.0,58.0,54
8932,60.0,52.0,70.0,94.0,55.0,69.0,60.0,54
8933,63.0,52.0,71.0,92.0,56.0,70.0,62.0,54
8934,60.0,52.0,71.0,95.0,56.0,71.0,63.0,55
8935,60.0,55.0,70.0,96.0,57.0,72.0,65.0,55
8936,66.0,54.0,69.0,98.0,57.0,70.0,64.0,56
8937,71.0,59.0,70.0,96.0,56.0,71.0,63.0,57
8938,72.0,61.0,72.0,98.0,56.0,72.0,62.0,56
8939,74.0,62.0,73.0,101.0,56.0,73.0,64.0,54
8940,73.0,61.0,74.0,102.0,56.0,75.0,67.0,53
8941,74.0,60.0,73.0,107.0,56.0,76.0,69.0,53
8942,73.0,61.0,73.0,107.0,55.0,77.0,68.0,53
8943,74.0,60.0,74.0,112.0,56.0,77.0,69.0,54
8944,73.0,61.0,75.0,114.0,58.0,77.0,70.0,54
8945,70.0,62.0,76.0,115.0,59.0,77.0,71.0,53
8946,69.0,64.0,77.0,114.0,59.0,75.0,72.0,53
8947,68.0,65.0,73.0,113.0,58.0,75.0,72.0,55
8948,68.0,68.0,70.0,112.0,57.0,76.0,70.0,56
8949,70.0,78.0,68.0,112.0,56.0,75.0,71.0,55
8950,73.0,79.0,69.0,111.0,57.0,67.0,70.0,54
8951,74.0,80.0,70.0,109.0,59.0,65.0,69.0,55
8952,73.0,82.0,71.0,110.0,60.0,66.0,67.0,55
8953,72.0,83.0,72.0,108.0,61.0,65.0,68.0,56
8954,71.0,84.0,74.0,110.0,60.0,64.0,69.0,69
8955,72.0,85.0,72.0,112.0,57.0,65.0,74.0,70
8956,71.0,88.0,70.0,111.0,56.0,68.0,76.0,68
8957,69.0,86.0,66.0,107.0,55.0,67.0,75.0,62
8958,68.0,86.0,67.0,101.0,55.0,59.0,74.0,58
8959,69.0,86.0,68.0,94.0,56.0,59.0,70.0,58
8960,70.0,86.0,69.0,92.0,58.0,60.0,66.0,58
8961,71.0,85.0,69.0,96.0,57.0,62.0,61.0,68
8962,70.0,86.0,70.0,102.0,57.0,63.0,57.0,70
8963,66.0,88.0,71.0,104.0,62.0,64.0,54.0,66
8964,64.0,88.0,72.0,103.0,66.0,65.0,52.0,63
8965,63.0,89.0,72.0,100.0,64.0,66.0,53.0,60
8966,61.0,91.0,71.0,101.0,60.0,65.0,54.0,59
8967,61.0,96.0,70.0,105.0,61.0,66.0,53.0,61
